"ECSO_labels","ECSO_ID"
"methane pressure","http://purl.dataone.org/odo/ecso_00000650"
"methane uncertainty measurement","http://purl.dataone.org/odo/ecso_00000677"
"methanesulfonic acid concentration in ice","http://purl.dataone.org/odo/ecso_00002295"
"microbe","http://purl.dataone.org/odo/ecso_00000307"
"microrelief height","http://purl.dataone.org/odo/ecso_00002036"
"mineralization rate","http://purl.dataone.org/odo/ecso_00001516"
"minute of hour","http://purl.dataone.org/odo/ecso_00002069"
"minute of measurement","http://purl.dataone.org/odo/ecso_00002069"
"minutes east","http://purl.dataone.org/odo/ecso_00002245"
"minutes north","http://purl.dataone.org/odo/ecso_00002238"
"minutes south","http://purl.dataone.org/odo/ecso_00002246"
"minutes west","http://purl.dataone.org/odo/ecso_00002240"
"mixing ratio","http://purl.dataone.org/odo/ecso_00002349"
"model surface height","http://purl.dataone.org/odo/ecso_00001945"
"modeled method","http://purl.dataone.org/odo/ecso_00000083"
"modern carbon percentage","http://purl.dataone.org/odo/ecso_00002278"
"moisture content","http://purl.dataone.org/odo/ecso_00001662"
"molar concentration","http://purl.dataone.org/odo/ecso_00000662"
"molar density","http://purl.dataone.org/odo/ecso_00000627"
"molar density of carbon dioxide","http://purl.dataone.org/odo/ecso_00000628"
"molar fraction","http://purl.dataone.org/odo/ecso_00000612"
"molar methane concentration","http://purl.dataone.org/odo/ecso_00000623"
"mole concentration","http://purl.dataone.org/odo/ecso_00000662"
"mole density","http://purl.dataone.org/odo/ecso_00000612"
"mole fraction","http://purl.dataone.org/odo/ecso_00000612"
"mole fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000613"
"mole fraction of carbon dioxide in air","http://purl.dataone.org/odo/ecso_00000617"
"mole fraction of methane","http://purl.dataone.org/odo/ecso_00000618"
"mole fraction of water vapor","http://purl.dataone.org/odo/ecso_00001683"
"mole ratio","http://purl.dataone.org/odo/ecso_00001120"
"moles of carbon","http://purl.dataone.org/odo/ecso_00000666"
"molybdenum ion concentration","http://purl.dataone.org/odo/ecso_00001794"
"molybdenum ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001795"
"momentum flux","http://purl.dataone.org/odo/ecso_00001107"
"monin obukhov length","http://purl.dataone.org/odo/ecso_00002251"
"monin obukhov stability parameter","http://purl.dataone.org/odo/ecso_00002252"
"month of year","http://purl.dataone.org/odo/ecso_00002047"
"moss species percent cover","http://purl.dataone.org/odo/ecso_00001639"
"moss water content","http://purl.dataone.org/odo/ecso_00001664"
"msa concentration in ice","http://purl.dataone.org/odo/ecso_00002295"
"mstmip simulation","http://purl.dataone.org/odo/ecso_00000096"
"multi celled organism","http://purl.dataone.org/odo/ecso_00000306"
"multi cellular organism; whole organism","http://purl.dataone.org/odo/ecso_00000306"
"n factor","http://www.purl.dataone.org/odo/ecso_00010081"
"name of each carbon pool","http://purl.dataone.org/odo/ecso_00000025"
"natural experiment","http://purl.dataone.org/odo/ecso_00000507"
"nee","http://purl.dataone.org/odo/ecso_00000014"
"neodymium concentration","http://purl.dataone.org/odo/ecso_00001999"
"neodymium concentration in ice","http://purl.dataone.org/odo/ecso_00001947"
"neodymium solubility in water","http://purl.dataone.org/odo/ecso_00001839"
"nest location latitude","http://purl.dataone.org/odo/ecso_00002142"
"nest location longitude","http://purl.dataone.org/odo/ecso_00002156"
"net assimilation rate flux","http://purl.dataone.org/odo/ecso_00001123"
"net carbon respiration rate flux","http://purl.dataone.org/odo/ecso_00001129"
"net ecosystem exchange","http://purl.dataone.org/odo/ecso_00000014"
"net ecosystem exchange carbon flux","http://purl.dataone.org/odo/ecso_00000014"
"net incoming longwave radiation","http://purl.dataone.org/odo/ecso_00001948"
"net nitrogen mineralization rate","http://purl.dataone.org/odo/ecso_00001949"
"net outgoing radiation","http://purl.dataone.org/odo/ecso_00001971"
"net primary production","http://purl.dataone.org/odo/ecso_00000021"
"net primary production biomass flux","http://purl.dataone.org/odo/ecso_00001137"
"net primary production carbon flux","http://purl.dataone.org/odo/ecso_00000021"
"net primary productivity","http://purl.dataone.org/odo/ecso_00000021"
"net radiation","http://purl.dataone.org/odo/ecso_00001950"
"net radiation not wind corrected","http://purl.dataone.org/odo/ecso_00001951"
"net radiation wind corrected","http://purl.dataone.org/odo/ecso_00001952"
"net shortwave radiation","http://purl.dataone.org/odo/ecso_00001953"
"nh4 concentration","http://purl.dataone.org/odo/ecso_00001116"
"nickel ion concentration","http://purl.dataone.org/odo/ecso_00001796"
"nickel ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001797"
"niobium concentration","http://purl.dataone.org/odo/ecso_00002001"
"niobium solubility in water","http://purl.dataone.org/odo/ecso_00001840"
"nitrate concentration in seawater","http://purl.dataone.org/odo/ecso_00002253"
"nitrate concentration in snow","http://purl.dataone.org/odo/ecso_00002375"
"nitrate concentration in soil","http://purl.dataone.org/odo/ecso_00001820"
"nitrate concentration in water","http://purl.dataone.org/odo/ecso_00002255"
"nitrate mineralization rate","http://purl.dataone.org/odo/ecso_00002336"
"nitrite concentration in seawater","http://purl.dataone.org/odo/ecso_00002254"
"nitrogen biomass density","http://purl.dataone.org/odo/ecso_00001179"
"nitrogen concentration","http://purl.dataone.org/odo/ecso_00001883"
"nitrogen concentration in aboveground foliar biomass","http://purl.dataone.org/odo/ecso_00001884"
"nitrogen concentration in white spruce needles","http://purl.dataone.org/odo/ecso_00002327"
"nitrogen dioxide concentration in seawater","http://purl.dataone.org/odo/ecso_00002256"
"nitrogen dioxide concentration in water","http://purl.dataone.org/odo/ecso_00002257"
"nitrogen fixation rate","http://purl.dataone.org/odo/ecso_00001109"
"nitrogen isotope ratio","http://purl.dataone.org/odo/ecso_00001736"
"nitrogen percentage","http://purl.dataone.org/odo/ecso_00001145"
"nitrogen pool biomass density","http://purl.dataone.org/odo/ecso_00001179"
"nitrogen tissue ratio","http://purl.dataone.org/odo/ecso_00002178"
"nitrous oxide concentration in soil gas","http://purl.dataone.org/odo/ecso_00001946"
"nitrous oxide flux","http://purl.dataone.org/odo/ecso_00001954"
"non plant material biomass","http://purl.dataone.org/odo/ecso_00001150"
"non plant material biomass density","http://purl.dataone.org/odo/ecso_00001149"
"non plant material count aerial density","http://purl.dataone.org/odo/ecso_00001169"
"non plant material length","http://purl.dataone.org/odo/ecso_00001177"
"normallized difference vegetation index","http://www.purl.dataone.org/odo/ecso_00010076"
"number density","http://purl.dataone.org/odo/ecso_00001160"
"number of bottles fired","http://purl.dataone.org/odo/ecso_00002198"
"number volumetric density","http://purl.dataone.org/odo/ecso_00001201"
"o2 concentration","http://purl.dataone.org/odo/ecso_00001246"
"observation hours","http://purl.dataone.org/odo/ecso_00002071"
"oceanic bicarbonate concentration","http://purl.dataone.org/odo/ecso_00001131"
"oceanic carbon dioxide concentration","http://purl.dataone.org/odo/ecso_00001132"
"oceanic carbon dioxide flux","http://purl.dataone.org/odo/ecso_00000543"
"oceanic carbonate concentration","http://purl.dataone.org/odo/ecso_00001126"
"oceanic co2 concentration","http://purl.dataone.org/odo/ecso_00001132"
"oceanic co2 flux","http://purl.dataone.org/odo/ecso_00000543"
"oceanic total inorganic carbon concentration","http://purl.dataone.org/odo/ecso_00000535"
"optical depth","http://purl.dataone.org/odo/ecso_00002312"
"optical thickness","http://purl.dataone.org/odo/ecso_00002312"
"organic carbon","http://purl.dataone.org/odo/ecso_00000329"
"organic carbon concentration","http://purl.dataone.org/odo/ecso_00000520"
"organic carbon concentration in water","http://purl.dataone.org/odo/ecso_00001130"
"organic carbon concentration, in water","http://purl.dataone.org/odo/ecso_00001130"
"organic carbon electron donor type","http://purl.dataone.org/odo/ecso_00002292"
"organic carbon percentage","http://purl.dataone.org/odo/ecso_00000647"
"organic carbon percentage in soil","http://purl.dataone.org/odo/ecso_00000648"
"organic carbon pool","http://purl.dataone.org/odo/ecso_00000331"
"organic content","http://purl.dataone.org/odo/ecso_00003030"
"outgoing longwave radiation","http://purl.dataone.org/odo/ecso_00001902"
"outgoing par","http://purl.dataone.org/odo/ecso_00001582"
"outgoing photosynthetic photon flux density","http://purl.dataone.org/odo/ecso_00001582"
"outgoing photosynthetically active radiation","http://purl.dataone.org/odo/ecso_00001582"
"outgoing radiation","http://purl.dataone.org/odo/ecso_00001901"
"outgoing shortwave radiation","http://purl.dataone.org/odo/ecso_00001903"
"outgoing solar radiation","http://purl.dataone.org/odo/ecso_00001904"
"oxygen argon saturation ratio","http://purl.dataone.org/odo/ecso_00002387"
"oxygen concentration","http://purl.dataone.org/odo/ecso_00001246"
"oxygen evolution lightdark method","http://purl.dataone.org/odo/ecso_00000093"
"oxygen isotope ratio","http://purl.dataone.org/odo/ecso_00001739"
"oxygen saturation percentage","http://purl.dataone.org/odo/ecso_00001668"
"par attenuation","http://purl.dataone.org/odo/ecso_00001734"
"parnassia palustris percent cover","http://purl.dataone.org/odo/ecso_00001601"
"part of season measurement made","http://purl.dataone.org/odo/ecso_00002053"
"particle detection rate","http://purl.dataone.org/odo/ecso_00002179"
"particulate organic carbon","http://purl.dataone.org/odo/ecso_00000572"
"particulate organic carbon pool","http://purl.dataone.org/odo/ecso_00000336"
"peak biomass harvest method","http://purl.dataone.org/odo/ecso_00000090"
"peak signal strength for carbon","http://purl.dataone.org/odo/ecso_00002290"
"peak signal strength for nitrogen","http://purl.dataone.org/odo/ecso_00002291"
"peat active layer depth","http://purl.dataone.org/odo/ecso_00001554"
"peat bulk density","http://purl.dataone.org/odo/ecso_00002279"
"peat depth","http://purl.dataone.org/odo/ecso_00001553"
"peat sample base depth","http://purl.dataone.org/odo/ecso_00001753"
"peat sample midpoint depth","http://purl.dataone.org/odo/ecso_00001754"
"peat temperature","http://purl.dataone.org/odo/ecso_00001228"
"percent carbon","http://purl.dataone.org/odo/ecso_00001127"
"percent saturation of dissolved ch4","http://purl.dataone.org/odo/ecso_00000640"
"percent saturation of dissolved methane","http://purl.dataone.org/odo/ecso_00000640"
"periphyton","http://purl.dataone.org/odo/ecso_00002776"
"periphyton massspecificproductionrate","http://purl.dataone.org/odo/ecso_00002777"
"peristaltic pump rate","http://purl.dataone.org/odo/ecso_00002368"
"permafrost active layer","http://www.purl.dataone.org/odo/ecso_00010089"
"permafrost active layer failure","http://www.purl.dataone.org/odo/ecso_00010091"
"permafrost depth","http://purl.dataone.org/odo/ecso_00001697"
"permafrost feature","http://www.purl.dataone.org/odo/ecso_00010130"
"permafrost frozen section bottom depth","http://purl.dataone.org/odo/ecso_00001866"
"permafrost frozen section top depth","http://purl.dataone.org/odo/ecso_00002231"
"permafrost layer","http://www.purl.dataone.org/odo/ecso_00010088"
"permafrost process","http://www.purl.dataone.org/odo/ecso_00010103"
"permafrost relict active layer","http://www.purl.dataone.org/odo/ecso_00010090"
"permafrost transient layer base depth","http://purl.dataone.org/odo/ecso_00001863"
"phaeophytin concentration","http://purl.dataone.org/odo/ecso_00001249"
"phenol oxidase activity","http://purl.dataone.org/odo/ecso_00002333"
"pheo concentration","http://purl.dataone.org/odo/ecso_00001249"
"pheophytin concentration","http://purl.dataone.org/odo/ecso_00001249"
"phosphatase activity","http://purl.dataone.org/odo/ecso_00002334"
"phosphate concentration","http://purl.dataone.org/odo/ecso_00002328"
"phosphate concentration in freshwater","http://purl.dataone.org/odo/ecso_00002330"
"phosphate concentration in seawater","http://purl.dataone.org/odo/ecso_00002332"
"phosphate concentration in soil","http://purl.dataone.org/odo/ecso_00002331"
"phosphate concentration in water","http://purl.dataone.org/odo/ecso_00002329"
"phosphate mineralization rate","http://purl.dataone.org/odo/ecso_00002335"
"phosphorus concentration","http://purl.dataone.org/odo/ecso_00001868"
"phosphorus concentration in soil","http://purl.dataone.org/odo/ecso_00001869"
"phosphorus concentration in white spruce needles","http://purl.dataone.org/odo/ecso_00002325"
"phosphorus percentage","http://purl.dataone.org/odo/ecso_00002264"
"phosphorus percentage in dead leaves","http://purl.dataone.org/odo/ecso_00002266"
"phosphorus percentage in leaves","http://purl.dataone.org/odo/ecso_00002265"
"phosphorus percentage in live leaves","http://purl.dataone.org/odo/ecso_00002267"
"photochemical reflectance index","http://purl.dataone.org/odo/ecso_00002338"
"photosynthetic photon flux density","http://purl.dataone.org/odo/ecso_00001573"
"physical feature width","http://purl.dataone.org/odo/ecso_00001238"
"physical state","http://purl.dataone.org/odo/ecso_00000314"
"phytoplankton","http://purl.dataone.org/odo/ecso_00000504"
"phytoplankton primary production carbon flux","http://purl.dataone.org/odo/ecso_00000534"
"phytoplankton primary productivity","http://purl.dataone.org/odo/ecso_00000534"
"plankton","http://purl.dataone.org/odo/ecso_00000504"
"plankton carbon pool","http://purl.dataone.org/odo/ecso_00000028"
"plant cover percentage","http://purl.dataone.org/odo/ecso_00001197"
"plant derived organic material","http://purl.dataone.org/odo/ecso_00000503"
"plant diameter","http://purl.dataone.org/odo/ecso_00001707"
"plant material","http://purl.dataone.org/odo/ecso_00000503"
"plant material biomass","http://purl.dataone.org/odo/ecso_00001148"
"plant material biomass density","http://purl.dataone.org/odo/ecso_00001147"
"plant material count aerial density","http://purl.dataone.org/odo/ecso_00001170"
"plant material height","http://purl.dataone.org/odo/ecso_00001222"
"plant pigment concentration","http://purl.dataone.org/odo/ecso_00000518"
"pleurocarpous bryophyte percent cover","http://purl.dataone.org/odo/ecso_00001624"
"poa eminens percent cover","http://purl.dataone.org/odo/ecso_00001595"
"poc","http://purl.dataone.org/odo/ecso_00000578"
"population","http://purl.dataone.org/odo/ecso_00000311"
"potassium counts per second","http://purl.dataone.org/odo/ecso_00002181"
"potassium ion concentation","http://purl.dataone.org/odo/ecso_00001798"
"potassium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001799"
"potassium ion concentration in water","http://purl.dataone.org/odo/ecso_00002339"
"potassium ion concentration in white spruce needles","http://purl.dataone.org/odo/ecso_00002326"
"potassium ion in snow","http://purl.dataone.org/odo/ecso_00002376"
"potassium percent soils total exchange capacity","http://purl.dataone.org/odo/ecso_00002341"
"potassium percentage in dead leaves","http://purl.dataone.org/odo/ecso_00002259"
"potassium percentage in leaves","http://purl.dataone.org/odo/ecso_00002258"
"potassium percentage in live leaves","http://purl.dataone.org/odo/ecso_00002260"
"potassium retranslocation efficiency percentage","http://purl.dataone.org/odo/ecso_00002362"
"potassium solubility in water","http://purl.dataone.org/odo/ecso_00001841"
"potassium uncertainty","http://purl.dataone.org/odo/ecso_00002363"
"potential temperature","http://purl.dataone.org/odo/ecso_00001161"
"potentilla egedii percent cover","http://purl.dataone.org/odo/ecso_00001602"
"praseodymium concentration","http://purl.dataone.org/odo/ecso_00002005"
"praseodymium solubility in water","http://purl.dataone.org/odo/ecso_00001842"
"prebait end time","http://purl.dataone.org/odo/ecso_00002079"
"prebait start time","http://purl.dataone.org/odo/ecso_00002078"
"precipitation height","http://purl.dataone.org/odo/ecso_00001223"
"precipitation rate","http://purl.dataone.org/odo/ecso_00001162"
"precipitation volume","http://purl.dataone.org/odo/ecso_00001237"
"pri","http://purl.dataone.org/odo/ecso_00002338"
"primary production","http://purl.dataone.org/odo/ecso_00000015"
"primary production carbon flux","http://purl.dataone.org/odo/ecso_00000015"
"primary productivity","http://purl.dataone.org/odo/ecso_00000015"
"primula borealis percent cover","http://purl.dataone.org/odo/ecso_00001603"
"puccinellia phryganodes percent cover","http://purl.dataone.org/odo/ecso_00001640"
"quadrat","http://purl.dataone.org/odo/ecso_00001152"
"radiative flux","http://purl.dataone.org/odo/ecso_00001106"
"radioactive carbon isotope ratio","http://purl.dataone.org/odo/ecso_00001513"
"rainfall height","http://purl.dataone.org/odo/ecso_00001730"
"refactory organic material","http://www.purl.dataone.org/odo/ecso_00010074"
"reflected par","http://purl.dataone.org/odo/ecso_00001582"
"reflected photosynthetically active radiation","http://purl.dataone.org/odo/ecso_00001582"
"relative humidity","http://purl.dataone.org/odo/ecso_00001545"
"respiration","http://purl.dataone.org/odo/ecso_00000016"
"respiration carbon flux","http://purl.dataone.org/odo/ecso_00000016"
"retranslocation efficiency percentage","http://purl.dataone.org/odo/ecso_00002361"
"richness","http://purl.dataone.org/odo/ecso_00001200"
"river classification","http://purl.dataone.org/odo/ecso_00002221"
"river depth","http://purl.dataone.org/odo/ecso_00001556"
"river water conductivity","http://purl.dataone.org/odo/ecso_00001541"
"river water temperature","http://purl.dataone.org/odo/ecso_00001528"
"rock percent cover","http://purl.dataone.org/odo/ecso_00001627"
"rubidium concentration","http://purl.dataone.org/odo/ecso_00002317"
"rubidium concentration in ice","http://purl.dataone.org/odo/ecso_00002318"
"rubidium counts per second","http://purl.dataone.org/odo/ecso_00002187"
"rumex arcticus percent cover","http://purl.dataone.org/odo/ecso_00001641"
"salinity","http://purl.dataone.org/odo/ecso_00001164"
"salinity uncertainty","http://purl.dataone.org/odo/ecso_00001656"
"salix fuscescens percent cover","http://purl.dataone.org/odo/ecso_00001642"
"salix ovalifolia percent cover","http://purl.dataone.org/odo/ecso_00001643"
"samarium concentration","http://purl.dataone.org/odo/ecso_00002007"
"samarium solubility in water","http://purl.dataone.org/odo/ecso_00001843"
"sample count","http://purl.dataone.org/odo/ecso_00001188"
"sample latitude","http://purl.dataone.org/odo/ecso_00002141"
"sample longitude","http://purl.dataone.org/odo/ecso_00002157"
"sampled individuals proportion","http://purl.dataone.org/odo/ecso_00001194"
"sampling date","http://purl.dataone.org/odo/ecso_00002110"
"sampling site area","http://purl.dataone.org/odo/ecso_00001152"
"sapwood area","http://purl.dataone.org/odo/ecso_00001722"
"saturation","http://purl.dataone.org/odo/ecso_00002224"
"scientific experiment","http://purl.dataone.org/odo/ecso_00000505"
"sea depth","http://purl.dataone.org/odo/ecso_00001204"
"sea ice extent","http://purl.dataone.org/odo/ecso_00001654"
"sea level height","http://purl.dataone.org/odo/ecso_00001174"
"sea level pressure","http://purl.dataone.org/odo/ecso_00001650"
"sea surface salinity","http://purl.dataone.org/odo/ecso_00001658"
"sea surface temperature","http://purl.dataone.org/odo/ecso_00001523"
"seal tag identifier","http://purl.dataone.org/odo/ecso_00002371"
"seasonal freezing index","http://www.purl.dataone.org/odo/ecso_00010124"
"seasonal frost","http://www.purl.dataone.org/odo/ecso_00010128"
"seawater bottom depth","http://purl.dataone.org/odo/ecso_00001549"
"seawater carbonate concentration","http://purl.dataone.org/odo/ecso_00001126"
"seawater chlorophyll fluorescence","http://purl.dataone.org/odo/ecso_00000568"
"seawater chromophoric dissolved organic matter fluorescence","http://purl.dataone.org/odo/ecso_00001561"
"seawater co3 concentration","http://purl.dataone.org/odo/ecso_00001126"
"seawater conductivity","http://purl.dataone.org/odo/ecso_00001540"
"seawater depth","http://purl.dataone.org/odo/ecso_00001204"
"seawater depth calculated from pressure","http://purl.dataone.org/odo/ecso_00001887"
"seawater depth from ice cover surface","http://purl.dataone.org/odo/ecso_00001888"
"seawater fluorescence","http://purl.dataone.org/odo/ecso_00001560"
"seawater pressure","http://purl.dataone.org/odo/ecso_00001187"
"seawater temperature","http://purl.dataone.org/odo/ecso_00001226"
"seawater velocity","http://purl.dataone.org/odo/ecso_00001235"
"secchi depth method","http://purl.dataone.org/odo/ecso_00001208"
"second of hour","http://purl.dataone.org/odo/ecso_00002070"
"second of measurement","http://purl.dataone.org/odo/ecso_00002070"
"seconds elapsed","http://purl.dataone.org/odo/ecso_00002054"
"sediment core length","http://purl.dataone.org/odo/ecso_00001965"
"sediment depth","http://purl.dataone.org/odo/ecso_00001552"
"sedum rosea percent cover","http://purl.dataone.org/odo/ecso_00001644"
"sensible heat flux","http://purl.dataone.org/odo/ecso_00001716"
"sensible heat flux without storage correction","http://purl.dataone.org/odo/ecso_00001717"
"sensor length","http://purl.dataone.org/odo/ecso_00001964"
"shear velocity","http://purl.dataone.org/odo/ecso_00001546"
"shortwave albedo","http://purl.dataone.org/odo/ecso_00001696"
"shrub percent cover","http://purl.dataone.org/odo/ecso_00001608"
"silicon counts per second","http://purl.dataone.org/odo/ecso_00002182"
"silicon ion concentration","http://purl.dataone.org/odo/ecso_00001800"
"silicon ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001801"
"silicon solubility in water","http://purl.dataone.org/odo/ecso_00001844"
"silver ion concentration","http://purl.dataone.org/odo/ecso_00001802"
"silver ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001803"
"single celled organism","http://purl.dataone.org/odo/ecso_00000305"
"site identifier","http://purl.dataone.org/odo/ecso_00002381"
"site latitude","http://purl.dataone.org/odo/ecso_00002143"
"site longitude","http://purl.dataone.org/odo/ecso_00002155"
"snow cover","http://purl.dataone.org/odo/ecso_00001652"
"snow depth","http://purl.dataone.org/odo/ecso_00001205"
"sodium ion concentration","http://purl.dataone.org/odo/ecso_00001804"
"sodium ion concentration in ice","http://purl.dataone.org/odo/ecso_00002319"
"sodium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001805"
"sodium ion concentration in snow","http://purl.dataone.org/odo/ecso_00002009"
"sodium solubility in water","http://purl.dataone.org/odo/ecso_00001845"
"soil active layer","http://purl.dataone.org/odo/ecso_00000575"
"soil active layer depth","http://purl.dataone.org/odo/ecso_00001210"
"soil bulk density","http://purl.dataone.org/odo/ecso_00001110"
"soil carbon change percentage","http://purl.dataone.org/odo/ecso_00001134"
"soil carbon concentration","http://purl.dataone.org/odo/ecso_00000576"
"soil carbon dioxide flux","http://purl.dataone.org/odo/ecso_00002271"
"soil carbon pool","http://purl.dataone.org/odo/ecso_00000027"
"soil depth","http://purl.dataone.org/odo/ecso_00001207"
"soil dry mass","http://purl.dataone.org/odo/ecso_00001241"
"soil dry weight","http://purl.dataone.org/odo/ecso_00001241"
"soil gas volume","http://purl.dataone.org/odo/ecso_00002304"
"soil heat flux","http://purl.dataone.org/odo/ecso_00001216"
"soil heterotrophic respiration carbon flux","http://purl.dataone.org/odo/ecso_00000532"
"soil layer","http://purl.dataone.org/odo/ecso_00000574"
"soil moisture percentage","http://purl.dataone.org/odo/ecso_00000517"
"soil organic content","http://purl.dataone.org/odo/ecso_00003031"
"soil organic layer depth","http://purl.dataone.org/odo/ecso_00001548"
"soil organic matter percentage","http://purl.dataone.org/odo/ecso_00000670"
"soil organic matter proportion","http://purl.dataone.org/odo/ecso_00000579"
"soil organic matter stable carbon isotope ratio","http://purl.dataone.org/odo/ecso_00002276"
"soil ph","http://purl.dataone.org/odo/ecso_00001646"
"soil porewater salinity concentration","http://purl.dataone.org/odo/ecso_00001165"
"soil respiration carbon flux","http://purl.dataone.org/odo/ecso_00001718"
"soil surface temperature","http://purl.dataone.org/odo/ecso_00001533"
"soil total dissolved organic carbon areal density","http://purl.dataone.org/odo/ecso_00002272"
"soil water content","http://purl.dataone.org/odo/ecso_00001704"
"soil wet mass","http://purl.dataone.org/odo/ecso_00001178"
"soil wet weight","http://purl.dataone.org/odo/ecso_00001178"
"soil wet weight plus tare weight","http://purl.dataone.org/odo/ecso_00002171"
"solar radiation","http://purl.dataone.org/odo/ecso_00001103"
"solid phase sintering","http://purl.obolibrary.org/obo/envo_03000101"
"sonic temperature","http://purl.dataone.org/odo/ecso_00001524"
"sonic wind direction","http://purl.dataone.org/odo/ecso_00001714"
"sonic wind speed","http://purl.dataone.org/odo/ecso_00001586"
"spar","http://purl.dataone.org/odo/ecso_00001574"
"species","http://purl.dataone.org/odo/ecso_00000313"
"species abundance","http://purl.dataone.org/odo/ecso_00001688"
"specifc gross production flux","http://purl.dataone.org/odo/ecso_00001232"
"specifc net production flux","http://purl.dataone.org/odo/ecso_00001211"
"specific conductance","http://purl.dataone.org/odo/ecso_00001534"
"specific flux","http://purl.dataone.org/odo/ecso_00001256"
"specific humidity","http://purl.dataone.org/odo/ecso_00001547"
"specific leaf area of dead leaves","http://purl.dataone.org/odo/ecso_00001727"
"specific leaf area of live leaves","http://purl.dataone.org/odo/ecso_00001728"
"specific respiration flux","http://purl.dataone.org/odo/ecso_00001257"
"specific ultraviolet absorbance","http://purl.dataone.org/odo/ecso_00001502"
"specific ultraviolet absorbance of chromophoric dissolved organic matter at wavelength 254 nm","http://purl.dataone.org/odo/ecso_00001503"
"specific uv absorbance","http://purl.dataone.org/odo/ecso_00001502"
"specific uv absorbance of cdom at wavelength 254 nm","http://purl.dataone.org/odo/ecso_00001503"
"stable carbon isotope ratio","http://purl.dataone.org/odo/ecso_00001142"
"stable hydrogen isotope ratio","http://purl.dataone.org/odo/ecso_00001956"
"stable nitrogen isotope ratio","http://purl.dataone.org/odo/ecso_00001737"
"stable oxygen isotope ratio","http://purl.dataone.org/odo/ecso_00001740"
"standard deviation","http://purl.dataone.org/odo/ecso_00002270"
"standing biomass","http://purl.dataone.org/odo/ecso_00001135"
"start date aquatic food traps deployed","http://purl.dataone.org/odo/ecso_00002102"
"start date of bird banding","http://purl.dataone.org/odo/ecso_00002096"
"start date of field season","http://purl.dataone.org/odo/ecso_00002097"
"start date of fieldwork","http://purl.dataone.org/odo/ecso_00002113"
"start date of harvest","http://purl.dataone.org/odo/ecso_00002108"
"start date of lemming survey","http://purl.dataone.org/odo/ecso_00002098"
"start date of nest survival","http://purl.dataone.org/odo/ecso_00002099"
"start date of predator survey","http://purl.dataone.org/odo/ecso_00002100"
"start date of sampling","http://purl.dataone.org/odo/ecso_00002084"
"start date of snow survey","http://purl.dataone.org/odo/ecso_00002101"
"start date of trap prebait","http://purl.dataone.org/odo/ecso_00002117"
"start date terrestrial food traps deployed","http://purl.dataone.org/odo/ecso_00002103"
"start date weather station started collecting data","http://purl.dataone.org/odo/ecso_00002104"
"starting latitude","http://purl.dataone.org/odo/ecso_00002146"
"starting longitude","http://purl.dataone.org/odo/ecso_00002160"
"station latitude","http://purl.dataone.org/odo/ecso_00002145"
"station longitude","http://purl.dataone.org/odo/ecso_00002154"
"stellaria humifusa percent cover","http://purl.dataone.org/odo/ecso_00001596"
"stem height","http://purl.dataone.org/odo/ecso_00001585"
"stream depth","http://purl.dataone.org/odo/ecso_00001212"
"strontium counts per second","http://purl.dataone.org/odo/ecso_00002188"
"strontium ion concentration","http://purl.dataone.org/odo/ecso_00001806"
"strontium ion concentration in ice","http://purl.dataone.org/odo/ecso_00002320"
"strontium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001807"
"strontium ion concentration in water","http://purl.dataone.org/odo/ecso_00002322"
"strontium isotope ratio","http://purl.dataone.org/odo/ecso_00002323"
"strontium solubility in water","http://purl.dataone.org/odo/ecso_00001846"
"study site name","http://purl.dataone.org/odo/ecso_00002211"
"sulfate concentration in ice","http://purl.dataone.org/odo/ecso_00002377"
"sulfur ion concentration","http://purl.dataone.org/odo/ecso_00001808"
"sulfur ion concentration in ice","http://purl.dataone.org/odo/ecso_00002321"
"sulfur ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001809"
"sulfur solubility in water","http://purl.dataone.org/odo/ecso_00001847"
"surface ground heat flux","http://purl.dataone.org/odo/ecso_00001563"
"surface par","http://purl.dataone.org/odo/ecso_00001574"
"surface photosynthetically active radiation","http://purl.dataone.org/odo/ecso_00001574"
"surface pressure","http://purl.dataone.org/odo/ecso_00001660"
"surface soil heat flux","http://purl.dataone.org/odo/ecso_00001563"
"surface temperature","http://purl.dataone.org/odo/ecso_00001526"
"suspended organic carbon","http://purl.dataone.org/odo/ecso_00000578"
"suva","http://purl.dataone.org/odo/ecso_00001502"
"suva of cdom at wavelength 254 nm","http://purl.dataone.org/odo/ecso_00001503"
"suva of colored dissolved organic matter at wavelength 254 nm","http://purl.dataone.org/odo/ecso_00001503"
"tag","http://purl.dataone.org/odo/ecso_00001217"
"tag number","http://purl.dataone.org/odo/ecso_00001217"
"tarsus length","http://purl.dataone.org/odo/ecso_00001960"
"telson length","http://purl.dataone.org/odo/ecso_00001924"
"temp","http://purl.dataone.org/odo/ecso_00001104"
"temperature standard deviation","http://purl.dataone.org/odo/ecso_00001743"
