"label","ECSO_ID","ECSO_labels","Envthes_ID","Envthes_labels","ENVO_ID","ENVO_labels","PATO_ID","PATO_labels","PCO_ID","PCO_labels","BCO_ID","BCO_labels","CHEBI_ID","CHEBI_labels"
"lai","http://purl.dataone.org/odo/ecso_00001156","lai","http://vocabs.lter-europe.net/envthes/22157","lai","","","","","","","","","",""
"lake area","http://purl.dataone.org/odo/ecso_00001725","lake area","","","","","","","","","","","",""
"lake depth","http://purl.dataone.org/odo/ecso_00001206","lake depth","","","","","","","","","","","",""
"lake diameter","http://purl.dataone.org/odo/ecso_00001708","lake diameter","","","","","","","","","","","",""
"lake sediment depth","http://purl.dataone.org/odo/ecso_00001665","lake sediment depth","","","","","","","","","","","",""
"lake sediment sample base depth","http://purl.dataone.org/odo/ecso_00001562","lake sediment sample base depth","","","","","","","","","","","",""
"lake sediment sample bottom depth","http://purl.dataone.org/odo/ecso_00001562","lake sediment sample bottom depth","","","","","","","","","","","",""
"lake sediment sample composite depth","http://purl.dataone.org/odo/ecso_00001935","lake sediment sample composite depth","","","","","","","","","","","",""
"lake sediment sample composite depth at middle","http://purl.dataone.org/odo/ecso_00001938","lake sediment sample composite depth at middle","","","","","","","","","","","",""
"lake sediment sample composite depth from bottom","http://purl.dataone.org/odo/ecso_00001937","lake sediment sample composite depth from bottom","","","","","","","","","","","",""
"lake sediment sample composite depth from top","http://purl.dataone.org/odo/ecso_00001936","lake sediment sample composite depth from top","","","","","","","","","","","",""
"lake sediment sample middle depth","http://purl.dataone.org/odo/ecso_00001702","lake sediment sample middle depth","","","","","","","","","","","",""
"lake sediment sample top depth","http://purl.dataone.org/odo/ecso_00001701","lake sediment sample top depth","","","","","","","","","","","",""
"lake sediment temperature","http://purl.dataone.org/odo/ecso_00001530","lake sediment temperature","","","","","","","","","","","",""
"lake sediment water content","http://purl.dataone.org/odo/ecso_00001666","lake sediment water content","","","","","","","","","","","",""
"lake surface temperature","http://purl.dataone.org/odo/ecso_00001529","lake surface temperature","","","","","","","","","","","",""
"lake temperature","http://purl.dataone.org/odo/ecso_00001231","lake temperature","http://vocabs.lter-europe.net/envthes/10011","lake temperature","","","","","","","","","",""
"lake water alkalinity","http://purl.dataone.org/odo/ecso_00001751","lake water alkalinity","","","","","","","","","","","",""
"lake water conductivity","http://purl.dataone.org/odo/ecso_00001537","lake water conductivity","","","","","","","","","","","",""
"lake water pressure","http://purl.dataone.org/odo/ecso_00001569","lake water pressure","","","","","","","","","","","",""
"lake water temperature","http://purl.dataone.org/odo/ecso_00001231","lake water temperature","","","","","","","","","","","",""
"lanthanum ion concentration","http://purl.dataone.org/odo/ecso_00001919","lanthanum ion concentration","","","","","","","","","","","",""
"lanthanum ion concentration in ice","http://purl.dataone.org/odo/ecso_00001920","lanthanum ion concentration in ice","","","","","","","","","","","",""
"lanthanum ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001765","lanthanum ion concentration in lake water","","","","","","","","","","","",""
"lanthanum solubility in water","http://purl.dataone.org/odo/ecso_00001835","lanthanum solubility in water","","","","","","","","","","","",""
"latent heat flux","http://purl.dataone.org/odo/ecso_00001219","latent heat flux","","","","","","","","","","","",""
"latent heat storage flux","http://purl.dataone.org/odo/ecso_00001572","latent heat storage flux","","","","","","","","","","","",""
"latent heat turbulent flux","http://purl.dataone.org/odo/ecso_00001571","latent heat turbulent flux","","","","","","","","","","","",""
"latitude and longitude coordinates","http://purl.dataone.org/odo/ecso_00002269","latitude and longitude coordinates","","","","","","","","","","","",""
"latitude coordinate","http://purl.dataone.org/odo/ecso_00002130","latitude coordinate","","","","","","","","","","","",""
"latitude degree","http://purl.dataone.org/odo/ecso_00002247","latitude degree","","","","","","","","","","","",""
"latitude minute","http://purl.dataone.org/odo/ecso_00002137","latitude minute","","","","","","","","","","","",""
"latitude minute","http://purl.dataone.org/odo/ecso_00002244","latitude minute","","","","","","","","","","","",""
"latitude second","http://purl.dataone.org/odo/ecso_00002243","latitude second","","","","","","","","","","","",""
"lead ion concentration","http://purl.dataone.org/odo/ecso_00001786","lead ion concentration","","","","","","","","","","","",""
"lead ion concentration in ice","http://purl.dataone.org/odo/ecso_00001921","lead ion concentration in ice","","","","","","","","","","","",""
"lead ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001787","lead ion concentration in lake water","","","","","","","","","","","",""
"lead ion concentration in snow","http://purl.dataone.org/odo/ecso_00001996","lead ion concentration in snow","","","","","","","","","","","",""
"lead solubility in water","http://purl.dataone.org/odo/ecso_00001836","lead solubility in water","","","","","","","","","","","",""
"leaf area","http://purl.dataone.org/odo/ecso_00001721","leaf area","http://vocabs.lter-europe.net/envthes/22156","leaf area","","","","","","","","","",""
"leaf area index","http://purl.dataone.org/odo/ecso_00001156","leaf area index","http://vocabs.lter-europe.net/envthes/22157","leaf area index","","","","","","","","","",""
"leaf carbon pool","http://purl.dataone.org/odo/ecso_00000030","leaf carbon pool","","","","","","","","","","","",""
"leaf count","http://purl.dataone.org/odo/ecso_00001691","leaf count","","","","","","","","","","","",""
"leaf litter carbon pool","http://purl.dataone.org/odo/ecso_00000034","leaf litter carbon pool","","","","","","","","","","","",""
"leucine aminopeptidase activity","http://purl.dataone.org/odo/ecso_00002366","leucine aminopeptidase activity","","","","","","","","","","","",""
"leymus mollis percent cover","http://purl.dataone.org/odo/ecso_00001593","leymus mollis percent cover","","","","","","","","","","","",""
"lichen percent cover","http://purl.dataone.org/odo/ecso_00001615","lichen percent cover","","","","","","","","","","","",""
"lidar","http://purl.dataone.org/odo/ecso_00000095","lidar","","","","","","","","","","","",""
"lidar method","http://purl.dataone.org/odo/ecso_00000095","lidar method","","","","","","","","","","","",""
"life cycle stage","http://purl.dataone.org/odo/ecso_00002189","life cycle stage","","","","","","","","","","","",""
"light attenuation","http://purl.dataone.org/odo/ecso_00001733","light attenuation","","","","","","","","","","","",""
"light intensity","http://purl.dataone.org/odo/ecso_00002236","light intensity","","","","","","","","","","","",""
"ligusticum scoticum percent cover","http://purl.dataone.org/odo/ecso_00001594","ligusticum scoticum percent cover","","","","","","","","","","","",""
"liquid state","http://purl.dataone.org/odo/ecso_00000316","liquid state","","","","","","","","","","","",""
"liquid water content","http://purl.dataone.org/odo/ecso_00002233","liquid water content","","","","","","","","","","","",""
"liquid water path","http://purl.dataone.org/odo/ecso_00002203","liquid water path","","","","","","","","","","","",""
"lithium ion concentration","http://purl.dataone.org/odo/ecso_00001788","lithium ion concentration","","","","","","","","","","","",""
"lithium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001789","lithium ion concentration in lake water","","","","","","","","","","","",""
"lithium ion concentration in water","http://purl.dataone.org/odo/ecso_00001966","lithium ion concentration in water","","","","","","","","","","","",""
"litter biomass density","http://purl.dataone.org/odo/ecso_00001172","litter biomass density","","","","","","","","","","","",""
"litter carbon concentration","http://purl.dataone.org/odo/ecso_00000502","litter carbon concentration","","","","","","","","","","","",""
"litter depth","http://purl.dataone.org/odo/ecso_00001209","litter depth","","","","","","","","","","","",""
"litter percent cover","http://purl.dataone.org/odo/ecso_00001637","litter percent cover","","","","","","","","","","","",""
"live deciduous shrub percent cover","http://purl.dataone.org/odo/ecso_00001606","live deciduous shrub percent cover","","","","","","","","","","","",""
"live erect dwarf shrub percent cover","http://purl.dataone.org/odo/ecso_00001609","live erect dwarf shrub percent cover","","","","","","","","","","","",""
"live erect forb percent cover","http://purl.dataone.org/odo/ecso_00001612","live erect forb percent cover","","","","","","","","","","","",""
"live evergreen shrub percent cover","http://purl.dataone.org/odo/ecso_00001613","live evergreen shrub percent cover","","","","","","","","","","","",""
"live low shrub percent cover","http://purl.dataone.org/odo/ecso_00001617","live low shrub percent cover","","","","","","","","","","","",""
"live mat and cushion forb percent cover","http://purl.dataone.org/odo/ecso_00001619","live mat and cushion forb percent cover","","","","","","","","","","","",""
"live moss height","http://purl.dataone.org/odo/ecso_00001912","live moss height","","","","","","","","","","","",""
"live non tussock graminoid percent cover","http://purl.dataone.org/odo/ecso_00001621","live non tussock graminoid percent cover","","","","","","","","","","","",""
"live prostrate dwarf shrub percent cover","http://purl.dataone.org/odo/ecso_00001625","live prostrate dwarf shrub percent cover","","","","","","","","","","","",""
"live tussock graminoid percent cover","http://purl.dataone.org/odo/ecso_00001628","live tussock graminoid percent cover","","","","","","","","","","","",""
"liverwort percent cover","http://purl.dataone.org/odo/ecso_00001661","liverwort percent cover","","","","","","","","","","","",""
"living creatures","http://purl.dataone.org/odo/ecso_00000312","living creatures","","","","","","","","","","","",""
"logger absolute height","http://purl.dataone.org/odo/ecso_00001757","logger absolute height","","","","","","","","","","","",""
"longitude coordinate","http://purl.dataone.org/odo/ecso_00002132","longitude coordinate","","","","","","","","","","","",""
"longitude degree","http://purl.dataone.org/odo/ecso_00002242","longitude degree","","","","","","","","","","","",""
"longitude minute","http://purl.dataone.org/odo/ecso_00002151","longitude minute","","","","","","","","","","","",""
"longitude minute","http://purl.dataone.org/odo/ecso_00002241","longitude minute","","","","","","","","","","","",""
"longtitude second","http://purl.dataone.org/odo/ecso_00002250","longtitude second","","","","","","","","","","","",""
"longwave albedo","http://purl.dataone.org/odo/ecso_00001695","longwave albedo","","","","","","","","","","","",""
"loss on ignition percentage","http://purl.dataone.org/odo/ecso_00002294","loss on ignition percentage","","","","","","","","","","","",""
"low shrub height","http://purl.dataone.org/odo/ecso_00001580","low shrub height","","","","","","","","","","","",""
"lower bound snow depth","http://purl.dataone.org/odo/ecso_00001681","lower bound snow depth","","","","","","","","","","","",""
"lower bound soil depth","http://purl.dataone.org/odo/ecso_00001680","lower bound soil depth","","","","","","","","","","","",""
"macroalgae","http://purl.dataone.org/odo/ecso_00000508","macroalgae","http://vocabs.lter-europe.net/envthes/20590","macroalgae","","","","","","","","","",""
"magnesium ion concentration","http://purl.dataone.org/odo/ecso_00001790","magnesium ion concentration","","","","","","","","","","","",""
"magnesium ion concentration in ice","http://purl.dataone.org/odo/ecso_00001931","magnesium ion concentration in ice","","","","","","","","","","","",""
"magnesium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001791","magnesium ion concentration in lake water","","","","","","","","","","","",""
"magnesium ion concentration in river water","http://purl.dataone.org/odo/ecso_00001926","magnesium ion concentration in river water","","","","","","","","","","","",""
"magnesium ion concentration in soil","http://purl.dataone.org/odo/ecso_00001927","magnesium ion concentration in soil","","","","","","","","","","","",""
"magnesium ion concentration in water","http://purl.dataone.org/odo/ecso_00001925","magnesium ion concentration in water","","","","","","","","","","","",""
"magnesium ion concentration in water standard deviation","http://purl.dataone.org/odo/ecso_00002235","magnesium ion concentration in water standard deviation","","","","","","","","","","","",""
"magnesium percentage","http://purl.dataone.org/odo/ecso_00001929","magnesium percentage","","","","","","","","","","","",""
"magnesium percentage in dead leaves","http://purl.dataone.org/odo/ecso_00002262","magnesium percentage in dead leaves","","","","","","","","","","","",""
"magnesium percentage in leaves","http://purl.dataone.org/odo/ecso_00002261","magnesium percentage in leaves","","","","","","","","","","","",""
"magnesium percentage in live leaves","http://purl.dataone.org/odo/ecso_00002263","magnesium percentage in live leaves","","","","","","","","","","","",""
"magnesium percentage in soil","http://purl.dataone.org/odo/ecso_00001930","magnesium percentage in soil","","","","","","","","","","","",""
"magnesium solubility in water","http://purl.dataone.org/odo/ecso_00001837","magnesium solubility in water","","","","","","","","","","","",""
"manganese counts per second","http://purl.dataone.org/odo/ecso_00002185","manganese counts per second","","","","","","","","","","","",""
"manganese ion concentration","http://purl.dataone.org/odo/ecso_00001792","manganese ion concentration","","","","","","","","","","","",""
"manganese ion concentration in ice","http://purl.dataone.org/odo/ecso_00001934","manganese ion concentration in ice","","","","","","","","","","","",""
"manganese ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001793","manganese ion concentration in lake water","","","","","","","","","","","",""
"manganese ion concentration in soil","http://purl.dataone.org/odo/ecso_00001932","manganese ion concentration in soil","","","","","","","","","","","",""
"manganese solubility in water","http://purl.dataone.org/odo/ecso_00001838","manganese solubility in water","","","","","","","","","","","",""
"manipulative experiment","http://purl.dataone.org/odo/ecso_00000506","manipulative experiment","","","","","","","","","","","",""
"marine carbonate concentration","http://purl.dataone.org/odo/ecso_00001126","marine carbonate concentration","","","","","","","","","","","",""
"marine co3 concentration","http://purl.dataone.org/odo/ecso_00001126","marine co3 concentration","","","","","","","","","","","",""
"marine cryopeg","http://www.purl.dataone.org/odo/ecso_00010110","marine cryopeg","","","","","","","","","","","",""
"marine macroalgae net primary production carbon flux","http://purl.dataone.org/odo/ecso_00000542","marine macroalgae net primary production carbon flux","","","","","","","","","","","",""
"marine macroalgae npp carbon flux","http://purl.dataone.org/odo/ecso_00000542","marine macroalgae npp carbon flux","","","","","","","","","","","",""
"mass flux","http://purl.dataone.org/odo/ecso_00001105","mass flux","","","","","","","","","","","",""
"mass fraction","http://purl.dataone.org/odo/ecso_00000619","mass fraction","","","","","","","","","","","",""
"mass fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000620","mass fraction of carbon dioxide","","","","","","","","","","","",""
"mean li cor weight fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000621","mean li cor weight fraction of carbon dioxide","","","","","","","","","","","",""
"mean licor weight fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000621","mean licor weight fraction of carbon dioxide","","","","","","","","","","","",""
"mean stem height","http://purl.dataone.org/odo/ecso_00001942","mean stem height","","","","","","","","","","","",""
"mean weight fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000633","mean weight fraction of carbon dioxide","","","","","","","","","","","",""
"mean weight fraction of water vapor","http://purl.dataone.org/odo/ecso_00001941","mean weight fraction of water vapor","","","","","","","","","","","",""
"measurement end time","http://purl.dataone.org/odo/ecso_00002045","measurement end time","","","","","","","","","","","",""
"measurement latitude","http://purl.dataone.org/odo/ecso_00002140","measurement latitude","","","","","","","","","","","",""
"measurement longitude","http://purl.dataone.org/odo/ecso_00002153","measurement longitude","","","","","","","","","","","",""
"measurement start date","http://purl.dataone.org/odo/ecso_00002052","measurement start date","","","","","","","","","","","",""
"measurement start time","http://purl.dataone.org/odo/ecso_00002044","measurement start time","","","","","","","","","","","",""
"mehlich iii aluminum ion concentration in soil","http://purl.dataone.org/odo/ecso_00001857","mehlich iii aluminum ion concentration in soil","","","","","","","","","","","",""
"mehlich iii boron ion concentration in soil","http://purl.dataone.org/odo/ecso_00001865","mehlich iii boron ion concentration in soil","","","","","","","","","","","",""
"mehlich iii calcium ion concentration in soil","http://purl.dataone.org/odo/ecso_00001881","mehlich iii calcium ion concentration in soil","","","","","","","","","","","",""
"mehlich iii copper ion concentration in soil","http://purl.dataone.org/odo/ecso_00001886","mehlich iii copper ion concentration in soil","","","","","","","","","","","",""
"mehlich iii iron ion concentration in soil","http://purl.dataone.org/odo/ecso_00001918","mehlich iii iron ion concentration in soil","","","","","","","","","","","",""
"mehlich iii magnesium ion concentration in soil","http://purl.dataone.org/odo/ecso_00001928","mehlich iii magnesium ion concentration in soil","","","","","","","","","","","",""
"mehlich iii manganese ion concentration in soil","http://purl.dataone.org/odo/ecso_00001933","mehlich iii manganese ion concentration in soil","","","","","","","","","","","",""
"mehlich iii phosphorus concentration in soil","http://purl.dataone.org/odo/ecso_00002324","mehlich iii phosphorus concentration in soil","","","","","","","","","","","",""
"mehlich iii potassium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002340","mehlich iii potassium ion concentration in soil","","","","","","","","","","","",""
"mehlich iii zinc ion concentration in soil","http://purl.dataone.org/odo/ecso_00002337","mehlich iii zinc ion concentration in soil","","","","","","","","","","","",""
"meteorological measurement time step","http://purl.dataone.org/odo/ecso_00002199","meteorological measurement time step","","","","","","","","","","","",""
"methane concentration","http://purl.dataone.org/odo/ecso_00000615","methane concentration","http://vocabs.lter-europe.net/envthes/22167","methane concentration","","","","","","","","","",""
"methane concentration","http://purl.dataone.org/odo/ecso_00000615","methane concentration","http://vocabs.lter-europe.net/envthes/af_c2_2679","methane concentration","","","","","","","","","",""
"methane concentration in soil","http://purl.dataone.org/odo/ecso_00000653","methane concentration in soil","","","","","","","","","","","",""
"methane concentration in water","http://purl.dataone.org/odo/ecso_00000622","methane concentration in water","","","","","","","","","","","",""
"methane flux","http://purl.dataone.org/odo/ecso_00000582","methane flux","http://vocabs.lter-europe.net/envthes/21192","methane flux","","","","","","","","","",""
"methane flux","http://purl.dataone.org/odo/ecso_00000582","methane flux","http://vocabs.lter-europe.net/envthes/enveu_309","methane flux","","","","","","","","","",""
"methane partial pressure","http://purl.dataone.org/odo/ecso_00000651","methane partial pressure","","","","","","","","","","","",""
"methane pool","http://purl.dataone.org/odo/ecso_00000205","methane pool","","","","","","","","","","","",""
"methane pressure","http://purl.dataone.org/odo/ecso_00000650","methane pressure","","","","","","","","","","","",""
"methane uncertainty measurement","http://purl.dataone.org/odo/ecso_00000677","methane uncertainty measurement","","","","","","","","","","","",""
"methanesulfonic acid concentration in ice","http://purl.dataone.org/odo/ecso_00002295","methanesulfonic acid concentration in ice","","","","","","","","","","","",""
"microbe","http://purl.dataone.org/odo/ecso_00000307","microbe","http://vocabs.lter-europe.net/envthes/20661","microbe","","","","","","","","","",""
"microrelief height","http://purl.dataone.org/odo/ecso_00002036","microrelief height","","","","","","","","","","","",""
"mineralization rate","http://purl.dataone.org/odo/ecso_00001516","mineralization rate","","","","","","","","","","","",""
"minute of hour","http://purl.dataone.org/odo/ecso_00002069","minute of hour","","","","","","","","","","","",""
"minute of measurement","http://purl.dataone.org/odo/ecso_00002069","minute of measurement","","","","","","","","","","","",""
"minutes east","http://purl.dataone.org/odo/ecso_00002245","minutes east","","","","","","","","","","","",""
"minutes north","http://purl.dataone.org/odo/ecso_00002238","minutes north","","","","","","","","","","","",""
"minutes south","http://purl.dataone.org/odo/ecso_00002246","minutes south","","","","","","","","","","","",""
"minutes west","http://purl.dataone.org/odo/ecso_00002240","minutes west","","","","","","","","","","","",""
"mixing ratio","http://purl.dataone.org/odo/ecso_00002349","mixing ratio","","","","","","","","","","","",""
"model surface height","http://purl.dataone.org/odo/ecso_00001945","model surface height","","","","","","","","","","","",""
"modeled method","http://purl.dataone.org/odo/ecso_00000083","modeled method","","","","","","","","","","","",""
"modern carbon percentage","http://purl.dataone.org/odo/ecso_00002278","modern carbon percentage","","","","","","","","","","","",""
"moisture content","http://purl.dataone.org/odo/ecso_00001662","moisture content","","","","","","","","","","","",""
"molar concentration","http://purl.dataone.org/odo/ecso_00000662","molar concentration","","","","","","","","","","","",""
"molar density","http://purl.dataone.org/odo/ecso_00000627","molar density","","","","","","","","","","","",""
"molar density","http://purl.dataone.org/odo/ecso_00000612","molar density","","","","","","","","","","","",""
"molar density of carbon dioxide","http://purl.dataone.org/odo/ecso_00000628","molar density of carbon dioxide","","","","","","","","","","","",""
"molar fraction","http://purl.dataone.org/odo/ecso_00000612","molar fraction","","","","","","","","","","","",""
"molar methane concentration","http://purl.dataone.org/odo/ecso_00000623","molar methane concentration","","","","","","","","","","","",""
"mole concentration","http://purl.dataone.org/odo/ecso_00000662","mole concentration","","","","","","","","","","","",""
"mole density","http://purl.dataone.org/odo/ecso_00000612","mole density","","","","","","","","","","","",""
"mole fraction","http://purl.dataone.org/odo/ecso_00000612","mole fraction","","","","","","","","","","","",""
"mole fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000613","mole fraction of carbon dioxide","","","","","","","","","","","",""
"mole fraction of carbon dioxide in air","http://purl.dataone.org/odo/ecso_00000617","mole fraction of carbon dioxide in air","","","","","","","","","","","",""
"mole fraction of methane","http://purl.dataone.org/odo/ecso_00000618","mole fraction of methane","","","","","","","","","","","",""
"mole fraction of water vapor","http://purl.dataone.org/odo/ecso_00001683","mole fraction of water vapor","","","","","","","","","","","",""
"mole ratio","http://purl.dataone.org/odo/ecso_00001120","mole ratio","","","","","","","","","","","",""
"moles of carbon","http://purl.dataone.org/odo/ecso_00000666","moles of carbon","","","","","","","","","","","",""
"molybdenum ion concentration","http://purl.dataone.org/odo/ecso_00001794","molybdenum ion concentration","","","","","","","","","","","",""
"molybdenum ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001795","molybdenum ion concentration in lake water","","","","","","","","","","","",""
"momentum flux","http://purl.dataone.org/odo/ecso_00001107","momentum flux","","","","","","","","","","","",""
"monin obukhov length","http://purl.dataone.org/odo/ecso_00002251","monin obukhov length","","","","","","","","","","","",""
"monin obukhov stability parameter","http://purl.dataone.org/odo/ecso_00002252","monin obukhov stability parameter","","","","","","","","","","","",""
"month of year","http://purl.dataone.org/odo/ecso_00002047","month of year","","","","","","","","","","","",""
"moss species percent cover","http://purl.dataone.org/odo/ecso_00001639","moss species percent cover","","","","","","","","","","","",""
"moss water content","http://purl.dataone.org/odo/ecso_00001664","moss water content","","","","","","","","","","","",""
"msa concentration in ice","http://purl.dataone.org/odo/ecso_00002295","msa concentration in ice","","","","","","","","","","","",""
"mstmip simulation","http://purl.dataone.org/odo/ecso_00000096","mstmip simulation","","","","","","","","","","","",""
"multi celled organism","http://purl.dataone.org/odo/ecso_00000306","multi celled organism","","","","","","","","","","","",""
"multi cellular organism; whole organism","http://purl.dataone.org/odo/ecso_00000306","multi cellular organism; whole organism","","","","","","","","","","","",""
"n factor","http://www.purl.dataone.org/odo/ecso_00010081","n factor","","","","","","","","","","","",""
"name of each carbon pool","http://purl.dataone.org/odo/ecso_00000025","name of each carbon pool","","","","","","","","","","","",""
"natural experiment","http://purl.dataone.org/odo/ecso_00000507","natural experiment","","","","","","","","","","","",""
"nee","http://purl.dataone.org/odo/ecso_00000014","nee","http://vocabs.lter-europe.net/envthes/msa0713","nee","","","","","","","","","",""
"nee","http://purl.dataone.org/odo/ecso_00000014","nee","http://vocabs.lter-europe.net/envthes/21077","nee","","","","","","","","","",""
"neodymium concentration","http://purl.dataone.org/odo/ecso_00001999","neodymium concentration","","","","","","","","","","","",""
"neodymium concentration in ice","http://purl.dataone.org/odo/ecso_00001947","neodymium concentration in ice","","","","","","","","","","","",""
"neodymium solubility in water","http://purl.dataone.org/odo/ecso_00001839","neodymium solubility in water","","","","","","","","","","","",""
"nest location latitude","http://purl.dataone.org/odo/ecso_00002142","nest location latitude","","","","","","","","","","","",""
"nest location longitude","http://purl.dataone.org/odo/ecso_00002156","nest location longitude","","","","","","","","","","","",""
"net assimilation rate flux","http://purl.dataone.org/odo/ecso_00001123","net assimilation rate flux","","","","","","","","","","","",""
"net carbon respiration rate flux","http://purl.dataone.org/odo/ecso_00001129","net carbon respiration rate flux","","","","","","","","","","","",""
"net ecosystem exchange","http://purl.dataone.org/odo/ecso_00000014","net ecosystem exchange","http://vocabs.lter-europe.net/envthes/msa0713","net ecosystem exchange","","","","","","","","","",""
"net ecosystem exchange","http://purl.dataone.org/odo/ecso_00000014","net ecosystem exchange","http://vocabs.lter-europe.net/envthes/21077","net ecosystem exchange","","","","","","","","","",""
"net ecosystem exchange carbon flux","http://purl.dataone.org/odo/ecso_00000014","net ecosystem exchange carbon flux","","","","","","","","","","","",""
"net incoming longwave radiation","http://purl.dataone.org/odo/ecso_00001948","net incoming longwave radiation","","","","","","","","","","","",""
"net nitrogen mineralization rate","http://purl.dataone.org/odo/ecso_00001949","net nitrogen mineralization rate","","","","","","","","","","","",""
"net outgoing radiation","http://purl.dataone.org/odo/ecso_00001971","net outgoing radiation","","","","","","","","","","","",""
"net primary production","http://purl.dataone.org/odo/ecso_00000021","net primary production","http://vocabs.lter-europe.net/envthes/21086","net primary production","","","","","","","","","",""
"net primary production biomass flux","http://purl.dataone.org/odo/ecso_00001137","net primary production biomass flux","","","","","","","","","","","",""
"net primary production carbon flux","http://purl.dataone.org/odo/ecso_00000021","net primary production carbon flux","","","","","","","","","","","",""
"net primary productivity","http://purl.dataone.org/odo/ecso_00000021","net primary productivity","http://vocabs.lter-europe.net/envthes/21421","net primary productivity","","","","","","","","","",""
"net radiation","http://purl.dataone.org/odo/ecso_00001950","net radiation","http://vocabs.lter-europe.net/envthes/22172","net radiation","","","","","","","","","",""
"net radiation not wind corrected","http://purl.dataone.org/odo/ecso_00001951","net radiation not wind corrected","","","","","","","","","","","",""
"net radiation wind corrected","http://purl.dataone.org/odo/ecso_00001952","net radiation wind corrected","","","","","","","","","","","",""
"net shortwave radiation","http://purl.dataone.org/odo/ecso_00001953","net shortwave radiation","","","","","","","","","","","",""
"nh4 concentration","http://purl.dataone.org/odo/ecso_00001116","nh4 concentration","","","","","","","","","","","",""
"nickel ion concentration","http://purl.dataone.org/odo/ecso_00001796","nickel ion concentration","","","","","","","","","","","",""
"nickel ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001797","nickel ion concentration in lake water","","","","","","","","","","","",""
"niobium concentration","http://purl.dataone.org/odo/ecso_00002001","niobium concentration","","","","","","","","","","","",""
"niobium solubility in water","http://purl.dataone.org/odo/ecso_00001840","niobium solubility in water","","","","","","","","","","","",""
"nitrate concentration in seawater","http://purl.dataone.org/odo/ecso_00002253","nitrate concentration in seawater","","","","","","","","","","","",""
"nitrate concentration in snow","http://purl.dataone.org/odo/ecso_00002375","nitrate concentration in snow","","","","","","","","","","","",""
"nitrate concentration in soil","http://purl.dataone.org/odo/ecso_00001820","nitrate concentration in soil","","","","","","","","","","","",""
"nitrate concentration in water","http://purl.dataone.org/odo/ecso_00002255","nitrate concentration in water","","","","","","","","","","","",""
"nitrate mineralization rate","http://purl.dataone.org/odo/ecso_00002336","nitrate mineralization rate","","","","","","","","","","","",""
"nitrite concentration in seawater","http://purl.dataone.org/odo/ecso_00002254","nitrite concentration in seawater","","","","","","","","","","","",""
"nitrogen biomass density","http://purl.dataone.org/odo/ecso_00001179","nitrogen biomass density","","","","","","","","","","","",""
"nitrogen concentration","http://purl.dataone.org/odo/ecso_00001883","nitrogen concentration","","","","","","","","","","","",""
"nitrogen concentration in aboveground foliar biomass","http://purl.dataone.org/odo/ecso_00001884","nitrogen concentration in aboveground foliar biomass","","","","","","","","","","","",""
"nitrogen concentration in white spruce needles","http://purl.dataone.org/odo/ecso_00002327","nitrogen concentration in white spruce needles","","","","","","","","","","","",""
"nitrogen dioxide concentration in seawater","http://purl.dataone.org/odo/ecso_00002256","nitrogen dioxide concentration in seawater","","","","","","","","","","","",""
"nitrogen dioxide concentration in water","http://purl.dataone.org/odo/ecso_00002257","nitrogen dioxide concentration in water","","","","","","","","","","","",""
"nitrogen fixation rate","http://purl.dataone.org/odo/ecso_00001109","nitrogen fixation rate","","","","","","","","","","","",""
"nitrogen isotope ratio","http://purl.dataone.org/odo/ecso_00001736","nitrogen isotope ratio","","","","","","","","","","","",""
"nitrogen percentage","http://purl.dataone.org/odo/ecso_00001145","nitrogen percentage","","","","","","","","","","","",""
"nitrogen pool biomass density","http://purl.dataone.org/odo/ecso_00001179","nitrogen pool biomass density","","","","","","","","","","","",""
"nitrogen tissue ratio","http://purl.dataone.org/odo/ecso_00002178","nitrogen tissue ratio","","","","","","","","","","","",""
"nitrous oxide concentration in soil gas","http://purl.dataone.org/odo/ecso_00001946","nitrous oxide concentration in soil gas","","","","","","","","","","","",""
"nitrous oxide flux","http://purl.dataone.org/odo/ecso_00001954","nitrous oxide flux","http://vocabs.lter-europe.net/envthes/21193","nitrous oxide flux","","","","","","","","","",""
"nitrous oxide flux","http://purl.dataone.org/odo/ecso_00001954","nitrous oxide flux","http://vocabs.lter-europe.net/envthes/enveu_308","nitrous oxide flux","","","","","","","","","",""
"non plant material biomass","http://purl.dataone.org/odo/ecso_00001150","non plant material biomass","","","","","","","","","","","",""
"non plant material biomass density","http://purl.dataone.org/odo/ecso_00001149","non plant material biomass density","","","","","","","","","","","",""
"non plant material count aerial density","http://purl.dataone.org/odo/ecso_00001169","non plant material count aerial density","","","","","","","","","","","",""
